co_cli;tip_cli;cli_des;ven_des
"11561183        ";"00    ";MAURICIO BRIDOUX;JOSE FELIX ALVAREZ
"11563021        ";"00    ";RICHARD VERA;JOHENDER GIRO
"11567762        ";"00    ";DONY MONFUSCO;OFICINA
"11568656        ";"00    ";MEIBY DOUBETERRE;JOHENDER GIRO
"11587319        ";"00    ";FRANK ESPINOZA;OFICINA
"11592766        ";"00    ";WILMER MARTINEZ;DOUGLAS BOCOURT
"11592835        ";"00    ";JUAN TEXEIRA;OFICINA
"11601767        ";"00    ";JOSE ARRIETA;OFICINA
"11605966        ";"00    ";CLAUDIA BAEZ;OFICINA/ LUIS PULIDO
"11630034        ";"00    ";JOSE SALAZAR;MERCADO LIBRE JF
"11638148        ";"00    ";ALEJANDRO GONZALEZ;JOHENDER GIRO
"11638213        ";"00    ";FABIOLA NAZARETT;OFICINA
"11638614        ";"00    ";EDILYN SEGOVIA;OFICINA
"11640462        ";"00    ";ALMIRCAR MONTILLA;OFICINA
"11641097        ";"00    ";HUGO ALBERTO GOMEZ ARRIA;OFICINA
"11644942        ";"00    ";SIXTO CONCEPCION;JOSE FELIX ALVAREZ
"11673273        ";"00    ";CARLA RODRIGUEZ;JOHENDER GIRO
"11676156        ";"00    ";KATHERINE BUSTOS;FRANCISCO CARVAJAL
"11678308        ";"00    ";ALFREDO HERNANDEZ;DOUGLAS BOCOURT
"11681861        ";"00    ";RONALD FIGUEROA;JOSE FELIX ALVAREZ
"11690010        ";"00    ";GIOVANNI LINARES;JOSE FELIX ALVAREZ
"116924737       ";"00    ";ORTIZ MATAMOROS CESAR RAUL;GABRIEL RAMIREZ
"11725462        ";"00    ";VICTOR ROMERO;OFICINA
"117287440       ";"00    ";ANA LEONOR MEDINA;OFICINA
"11734960        ";"00    ";JONATHAN GUARDIA;OFICINA
"11735600        ";"00    ";GERMAN FLEITAS;OFICINA
"11736441        ";"00    ";ROBERTO SEBASTIAN RODRIGUEZ ELIA;MERCADOLIBRE
"11736997        ";"00    ";VERONICA NANCO;FRANCISCO CARVAJAL
"11737767        ";"00    ";MIGUEL RODRIGUEZ;OFICINA
"11738318        ";"00    ";YELITZA VAZQUEZ;OFICINA
"11738741        ";"00    ";HELEN RONDON;OFICINA
"11739437        ";"00    ";OMAR ORSINI;OFICINA
"11742376        ";"00    ";RODRIGO MURILLO;DOUGLAS BOCOURT
"11744046        ";"00    ";REYNALDO HAHN;JOEL PETIT
"11753239        ";"00    ";EDUAR MORENO;OFICINA
"11757404        ";"00    ";FELIX COLMENAREZ (CMTE);OFICINA
"118155129       ";"00    ";NAYBETH MATILDE MONTENEGRO FUENMAYOR;LENIN GONZALEZ
"11818095        ";"00    ";RAFAEL DI´GENNARO;DOUGLAS BOCOURT
"11821510        ";"00    ";JHONATAN ARTEAGA;DOUGLAS BOCOURT
"11836498        ";"00    ";YOHEL LARA;OFICINA
"11896857        ";"00    ";EDUARDO BRICEÑO;OFICINA
"11899134        ";"00    ";JOAN MORA;JOSE FELIX ALVAREZ
"11899151        ";"00    ";JOSE ARNALDO CASTELLANO;OFICINA
"11899974        ";"00    ";EDIAM LAGONELL;OFICINA
"11917290        ";"00    ";LUIS HERNANDEZ;JOHENDER GIRO
"11917363        ";"00    ";RONALD LAREZ;OFICINA
"11932036        ";"00    ";JORGE LUIS LEVEL;DOUGLAS BOCOURT
"11933674        ";"00    ";ANTONIO ALONSO;FELIX URBINA
"11933744        ";"00    ";ANTONIO ALONSO;FELIX URBINA
"11937591        ";"00    ";JOSE CARDENAS;JOSE FELIX ALVAREZ
"11942728        ";"00    ";CARLOS CONTRERAS;JOSE FELIX ALVAREZ
"11944745        ";"00    ";RAFAEL GASCON;OFICINA
"11945422        ";"00    ";RONAL BERNAL;OFICINA
"11945833        ";"00    ";JHON VASQUEZ;OFICINA
"119518160       ";"00    ";LUCÍA GALLO;OFICINA
"119621530       ";"00    ";MULTI SERVICIOS TECNI-MARA;JOSÉ DOMINGO TORTOLERO ROMÁN
"119667468       ";"00    ";LUIS ANTONIO MILLAN FERMENAL;OFICINA/ LUIS PULIDO
"119797825       ";"00    ";INVERSIONES J. L. HERNANDEZ, F.P.;MARIALEXANDRA MEDINA ESCALANTE
"11991032        ";"00    ";MARIO TORELLI;JOSE FELIX ALVAREZ
"11994339        ";"00    ";FRANKLIN PEREZ;JOSE FELIX ALVAREZ
"11994431        ";"00    ";ANTONIO YIBRIN;JOHENDER GIRO
"12000908        ";"00    ";MARLON LIZARRAGA;OFICINA
"120302724       ";"00    ";JOSE ALEXANDER DOMINGUEZ ESCALONA;MERCADOLIBRE
"120359068       ";"00    ";LUBRIACCESORIOS MOTORCAR ALVARADO;ELVIS MERCADO
"12036609        ";"00    ";PEDRO PRIETO;OFICINA
"12056255        ";"00    ";JULIO CESAR SILVA;JOSE FELIX ALVAREZ
"12056554        ";"00    ";NELSON OCHOA;OFICINA
"12059745        ";"00    ";EDGAR TREJO;OFICINA
"12059785        ";"00    ";JESUS GONZALEZ;DOUGLAS BOCOURT
"12061604        ";"00    ";JOSE RODRIGUEZ;JOHENDER GIRO
"12067898        ";"00    ";SERGIO SARCINA;FRANCISCO CARVAJAL
"12071902        ";"00    ";FIREAN RAMOS;OFICINA
"12073575        ";"00    ";JUAN CACHEIRO;JOSE FELIX ALVAREZ
"12073680        ";"00    ";ALEJANDRO MOTA;OFICINA
"12085589        ";"00    ";FRANCISCO GIL;OFICINA
"12085954        ";"00    ";ISAAC LOPEZ;JOHENDER GIRO
"121035533       ";"00    ";FERNANDO LUIS ALVES CAMBON;HEMIL GUERRERO
"12105333        ";"00    ";OSWALDO PEROZA;FRANCISCO CARVAJAL
"12117215        ";"00    ";ROSA YBIRMA;OFICINA
"12161817        ";"00    ";JOHER MONTILLA;DOUGLAS BOCOURT
"12225753        ";"00    ";PAUL RODRIGUEZ;OFICINA
"1223            ";"00    ";ORANGE SERVICES GROUP S.A.;OFICINA
"12232443        ";"00    ";EDGAR RAMIREZ;OFICINA
"12235471        ";"00    ";ROBERT OLIVEROS;RICARDO ARTIGAS
"12259982        ";"00    ";LUIS ROJAS;LENIN GONZALEZ
"12263013        ";"00    ";FRANCISCO OJEDA;FRANCISCO JAVIER OJEDA RAMIREZ
"12265704        ";"00    ";WILMER SALAZAR;FRANCISCO JAVIER OJEDA RAMIREZ
"12273797        ";"00    ";FREDDY RAMIREZ;DOUGLAS BOCOURT
"12292233        ";"00    ";GLENYS CORREA;DOUGLAS BOCOURT
"12292379        ";"00    ";JOAQUIN CORDERO;JOHENDER GIRO
"12294125        ";"00    ";JOSE MIGUEL REGALADO;DOUGLAS BOCOURT
"12294675        ";"00    ";WILMER PEREZ;OFICINA
"12297684        ";"00    ";FREDDY MARQUINA;DOUGLAS BOCOURT
"123             ";"00    ";VIPER 4WD C.A.;LENIN GONZALEZ
"12300688        ";"00    ";JOSE DIAZ;OFICINA
"12301838        ";"00    ";JOSE LUIS GARCIA;OFICINA
"12311572        ";"00    ";GERARDO CORRALES;OFICINA/ LUIS PULIDO
"123166821       ";"00    ";JOSE DAVIDDE ALMADA DE SOUSA;ELVIS MERCADO
"12331752        ";"00    ";FLANKLIN TERAN;JOHENDER GIRO
"12338800        ";"00    ";LUIS MANUEL RODRIGUEZ PEREZ;OFICINA
"12349660        ";"00    ";SALVATORE GALLO;OFICINA
"12375598        ";"00    ";WILLIAM FLORES;JOSE FELIX ALVAREZ
"12385212        ";"00    ";JONATHAN GALVIZ ROCHE;FRANCISCO CARVAJAL
"12389482        ";"00    ";JOSE BARCELOS;FRANCISCO CARVAJAL
"12399570        ";"00    ";MIGDALY CORREA;DOUGLAS BOCOURT
"12399777        ";"00    ";ADRIANA SOSA;DOUGLAS BOCOURT
"12418528        ";"00    ";YLIANA MEJIAS;JOHENDER GIRO
"12420201        ";"00    ";URSULA KIRNER;FRANCISCO CARVAJAL
"12484932        ";"00    ";MANUEL FELIPE BELO;JOSE FELIX ALVAREZ
"12501686        ";"00    ";JOSE CASTILLO;JOHENDER GIRO
"12544359        ";"00    ";NATHALIA VILLAVICENCIO;RM OFICINA
"12561329        ";"00    ";ROLANDO DEAMONTT;RM OFICINA
"12565427        ";"00    ";JAIRO ESPINOSA;JOSE FELIX ALVAREZ
"12567089        ";"00    ";GUISEPPE DORTA;JOHENDER GIRO
"12568611        ";"00    ";JHONNY DAVILA;JOSE FELIX ALVAREZ
"12585613        ";"00    ";PABLO RODRIGUEZ;OFICINA
"12587451        ";"00    ";GERARDO ARELLANO;OFICINA
"126041183       ";"00    ";JOSE N. UZCATEGUI T.;JOSÉ DOMINGO TORTOLERO ROMÁN
"126068359       ";"00    ";WULMIS JOSE LOPEZ CASTILLO;YOSCAIDI CHACON
"12607936        ";"00    ";ELIAS AFFAQUI;OFICINA
"126095283       ";"00    ";MULTISERVICIOS OSCAR SOTILLO F.P;ALEXANDER REVEROL
"12615668        ";"00    ";SAMUEL PERDOMO;OFICINA
"12623272        ";"00    ";LUIS CANELON;OFICINA
"12623377        ";"00    ";ADRIANA VILORIA;OFICINA
"12623399        ";"00    ";ALEJANDRO HURTADO;RM OFICINA
"12623962        ";"00    ";FRANCESCO DI FABIO;OFICINA
"12624783        ";"00    ";VICENTE GAROFALO;OFICINA
"12630017        ";"00    ";JAVIER ALCEDO;OFICINA
"12637758        ";"00    ";BOUTROS DAHDAH;DOUGLAS BOCOURT
"12642470        ";"00    ";MAYE SILVA;JOSE FELIX ALVAREZ
"12642481        ";"00    ";DOUGLAS PEREIRA;OFICINA
"12642563        ";"00    ";MERCHAN SERGUEI;OFICINA
"12670662        ";"00    ";HEIDI UZCATEGUI;OFICINA
"12682509        ";"00    ";JOSE RUIZ DELGADO;OFICINA
"12683907        ";"00    ";JESUS ALVAREZ;JOSE FELIX ALVAREZ
"12688563        ";"00    ";NELSON ROJAS;OFICINA
"12718136        ";"00    ";HECTOR FERNANDEZ;JOHENDER GIRO
"12722824        ";"00    ";JOSE RODRIGUEZ;JOHENDER GIRO
"127297190       ";"00    ";AGUSTIN MANUEL RODRIGUEZ Y/O DISTRIBUIDORA LUBRIAUTO;LENIN GONZALEZ
"127443790       ";"00    ";YLSIA MIGUELINA FARIAS;RICARDO NATERA
"12761484        ";"00    ";FRANCESCO CAPRIULO;FRANCISCO CARVAJAL
"12763130        ";"00    ";CARLOS AMODEO;OFICINA
"12778014        ";"00    ";JAIRO GUILLEN;OFICINA
"12783612        ";"00    ";IBRAHIM SOJO;JOHENDER GIRO
"12817698        ";"00    ";CARLOS ARANGUREN;JOHENDER GIRO
"12830854        ";"00    ";JUAN M. REQUENA;OFICINA
"12835067        ";"00    ";JONATHAN PEREIRA;LENIN GONZALEZ
"12837456        ";"00    ";ALVARO GIL;OFICINA
"12854632        ";"00    ";LILIANA GUADALUPE VIVALDI;OFICINA
"12865060        ";"00    ";ALEXANDER RAMON VARGAS;IVAN MACUCHA
"12866539        ";"00    ";FREDDY EGUI;OFICINA
"12878365        ";"00    ";CARLOS MATEUS;DOUGLAS BOCOURT
"12878792        ";"00    ";MARIO DE JESUS;DOUGLAS BOCOURT
"12890405        ";"00    ";JONATHAN VALLADARES;DOUGLAS BOCOURT
"12898107        ";"00    ";ALEXIS ALVAREZ;OFICINA
"12916177        ";"00    ";HENRY QUINTERO;DOUGLAS BOCOURT
"12918664        ";"00    ";JESUS ZAMBRANO;OFICINA
"12921633        ";"00    ";IRA RODRIGUEZ;OFICINA
"129302832       ";"00    ";ALFONSO ENRRIQUE MORENO OCHOA;REYNALDO HAHN
"12931570        ";"00    ";LUIS MARTINEZ;FRANCISCO CARVAJAL
"129326285       ";"00    ";KENNETH ENRIQUE MENDEZ MONTILLA;SAMANTHA OLAVARRIA
"12951601        ";"00    ";JONATHAN MONSALVE;OFICINA
"12953089        ";"00    ";FELIPE VASQUEZ;OFICINA
"12957463        ";"00    ";GONZALO QUEZADA;OFICINA
"12958962        ";"00    ";PEDRO PARIS;OFICINA
"12960345        ";"00    ";MARIA ROMANO;OFICINA
"12973235        ";"00    ";SHERMAN NINO;JOSÉ DOMINGO TORTOLERO ROMÁN
"12974897        ";"00    ";JOSE MANUEL PEÑA;OFICINA
"12986187        ";"00    ";CARLOS FONSECA;DOUGLAS BOCOURT
"12990205        ";"00    ";MIGUEL GONZALEZ;OFICINA
"12998387        ";"00    ";VICTOR OSIO FERRER;LENIN GONZALEZ
"13011768        ";"00    ";FERNANDO FERNANDEZ;JOEL PETIT
"13013293        ";"00    ";LEONEL FERNANDEZ;DOUGLAS BOCOURT
"130141770       ";"00    ";AVIVAS STORE;YOSCAIDI CHACON
"13020933        ";"00    ";ROMMEL MARCELINO URDANETA;JOSE FELIX ALVAREZ
"13029532        ";"00    ";PEDRO LUGO;DOUGLAS BOCOURT
"13029702        ";"00    ";WILMER LISTA;OFICINA
"13042997        ";"00    ";ELVIS GOMES;OFICINA
"13049700        ";"00    ";JAVIER MENDOZA;OFICINA
"13056710        ";"00    ";CLERIS PAREJO;IVAN MACUCHA
"13070241        ";"00    ";CHRISTIAN SALAZAR;OFICINA
"13072726        ";"00    ";JAIRO ALVARADO;OFICINA
"13074305        ";"00    ";JUAN HUMBERTO SAPUTELLI;JOSE FELIX ALVAREZ
"13076766        ";"00    ";CARLOS FERMIN;OFICINA
"130796369       ";"00    ";ELISA BRILLI POLANCO Y/O BOUTIQUE LUBRICANTES Y ACCES BRILLI DE ELISA POLANCO F.P.;ALEXANDER JOSE MALPICA GARCIA
"13095906        ";"00    ";LENIN HERNANDEZ;FRANCISCO CARVAJAL
"13099679        ";"00    ";ANDRES PADILLA;OFICINA
"13112862        ";"00    ";CESAR MAZA;OFICINA
"13115100        ";"00    ";CARLOS LOPEZ;IVAN MACUCHA
"13123008        ";"00    ";MIGUEL TORRES;RICARDO ARTIGAS
"13124435        ";"00    ";MIGUEL MENDOZA;OFICINA
"13125219        ";"00    ";ALEJANDRO BARROETA;JOSE FELIX ALVAREZ
"13128129        ";"00    ";RONY ARIAS;OFICINA
"13128130        ";"00    ";EDUARDO JAVIER SANCHEZ;OFICINA
"13128328        ";"00    ";CESAR ESPINOZA;JOSE FELIX ALVAREZ
"13132393        ";"00    ";ROGER HERRERA;OFICINA
"13133599        ";"00    ";JUAN JOSE PARMA;OFICINA
"13135065        ";"00    ";PEDRO LISBOA;OFICINA
"13135840        ";"00    ";ALEJANDRO FERNANDEZ;FRANCISCO CARVAJAL
"13139488        ";"00    ";MARLON FLORES;OFICINA
"13140200        ";"00    ";LEONARDO PIÑANGO;DOUGLAS BOCOURT
"13140731        ";"00    ";ERNESTO CARABALLO;OFICINA
"13143130        ";"00    ";CESAR RIOS;DOUGLAS BOCOURT
"13144945        ";"00    ";JOHAN MUÑOZ;OFICINA
"13145766        ";"00    ";JHONNY DIAZ;JOHENDER GIRO
"13160003        ";"00    ";ROBERTO DA SILVA;DOUGLAS BOCOURT
"13225445        ";"00    ";RAYMON NACIMIENTO;IVAN MACUCHA
"13225500        ";"00    ";FLORANGEL CASTRO;JOEL PETIT
"13246527        ";"00    ";YEMILAIFER BERMUDEZ;OFICINA
"13275090        ";"00    ";JOSE ANGEL GONZALEZ;OFICINA
"13289927        ";"00    ";GERSON DA SILVA;OFICINA
"13291285        ";"00    ";DESIDERIO SERRANO;FRANCISCO CARVAJAL
"13294240        ";"00    ";OMAIRA URBANO;RM OFICINA
"13301364        ";"00    ";MANUEL TAVARES;OFICINA
"13302795        ";"00    ";JESUS DANIEL SANCHEZ;DOUGLAS BOCOURT
"13308114        ";"00    ";NUBIA CAROLINA ARCILA;OFICINA
"13309123        ";"00    ";JOHN CESAR DIAZ;OFICINA
"13312054        ";"00    ";FREDDY RAFAEL LAMON;JOHENDER GIRO
"133327360       ";"00    ";INVERSIONES HERMES VARGAS;RICARDO NATERA
"13339107        ";"00    ";CARLOS HERRERA;JOSE FELIX ALVAREZ
"13348684        ";"00    ";VILLYS MALAVE;ERNESTO PINEDA
"133572240       ";"00    ";INVERSIONES LANDAETA ROMERO 2021,F.P;KELLENYN GRITTA SAKKAL GUERRERO
"13373248        ";"00    ";LUIS MACHADO;JOSE FELIX ALVAREZ
"13374053        ";"00    ";YUVISAY BLANCO;OFICINA
"1337644         ";"00    ";ELIO BERMUDEZ;JOSE FELIX ALVAREZ
"13376447        ";"00    ";ELIO BERMUDEZ;JOSE FELIX ALVAREZ
"13381687        ";"00    ";JORGE PARRA;OFICINA
"13395144        ";"00    ";SAMUEL DIAZ;JOHENDER GIRO
"13426326        ";"00    ";PEDRO REYES;OFICINA
"13426328        ";"00    ";JOHN DIAZ;OFICINA
"13439905        ";"00    ";NELSON REQUENA;OFICINA
"13444510        ";"00    ";INDIRA CEBALLOS;DOUGLAS BOCOURT
"13465857        ";"00    ";OMAR RODRIGUEZ;FRANCISCO CARVAJAL
"13482391        ";"00    ";FREDERICK ROOS;DOUGLAS BOCOURT
"13489226        ";"00    ";JOSE PORTILLO PEREZ;DOUGLAS BOCOURT
"13504088        ";"00    ";JOSE MIGUEL RAMIREZ;OFICINA
"13509124        ";"00    ";EGDUAR GUEVARA;MERCADOLIBRE
"13523397        ";"00    ";ELVIS PEREZ;DOUGLAS BOCOURT
"13525101        ";"00    ";DANIEL COLMENAREZ MARQUEZ;OFICINA
"13529946        ";"00    ";JESUS FARIAS;JOHENDER GIRO
"13534762        ";"00    ";DOMINGO CARVAJAL;JOHENDER GIRO
"13535539        ";"00    ";BELKIS GONCALVES;DOUGLAS BOCOURT
"13535689        ";"00    ";ADELAIDA FRIAS;OFICINA
"13536225        ";"00    ";JOSE MENEZES;JOSE FELIX ALVAREZ
"13537218        ";"00    ";MARIA LUISA BRENES;OFICINA
"13548320        ";"00    ";ENRIQUE PEROZO;OFICINA/ LUIS PULIDO
"13548923        ";"00    ";JULIO PEÑA;OFICINA
"13556815        ";"00    ";MARIBEL VALENTINA PARICA MARRON;OFICINA
"13557219        ";"00    ";ARMANDO MELO;OFICINA
"13557609        ";"00    ";GUSTAVO RIVERA;OFICINA
"13557981        ";"00    ";JUAN MEDINA;DOUGLAS BOCOURT
"13580204        ";"00    ";NAILET CARVAJAL;JOHENDER GIRO
"13581409        ";"00    ";MOISES SALAZAR;OFICINA
"13586716        ";"00    ";REINALDO VIELMA;OFICINA
"13608505        ";"00    ";ELVIS ROMERO;JOSE FELIX ALVAREZ
"136260070       ";"00    ";ALMEIDA FULL INJECTION, F.P.;ALEXANDER REVEROL
"13665859        ";"00    ";JORGE PEROZO;JOHENDER GIRO
"13688021        ";"00    ";RONALD MARCANO;OFICINA
"136935069       ";"00    ";ALEJANDRO JAVIER IRANZO ADAMOWICZ;OFICINA/ LUIS PULIDO
"13694363        ";"00    ";JOSE MARQUEZ;OFICINA
"13701772        ";"00    ";EDGAR CARVAJAL;OFICINA
"13735092        ";"00    ";IVAN GAVALO;JOSE FELIX ALVAREZ
"13736074        ";"00    ";NIXON SUAREZ;OFICINA
"13745031        ";"00    ";RICHARD LINARES;OFICINA
"13748651        ";"00    ";JOSE LUIS MORENO PIÑERUA;LENIN GONZALEZ
"13750442        ";"00    ";NAKARI PORRAS;DOUGLAS BOCOURT
"13761238        ";"00    ";EYMAR CASTILLO;JOHENDER GIRO
"13763764        ";"00    ";RUBEN CEBALLOS;JOHENDER GIRO
"13792462        ";"00    ";EMILIO JOSE QUINTERO MONCADA;OFICINA
"13798058        ";"00    ";OSCAR SALAS;DOUGLAS BOCOURT
"13801795        ";"00    ";CARLOS SERRANO;OFICINA
"13824152        ";"00    ";ELOYM GIL;DOUGLAS BOCOURT
"13824358        ";"00    ";RODRIGO PLAZA;OFICINA
"13833855        ";"00    ";LUIS PEREZ;JOHENDER GIRO
"13845387        ";"00    ";JEAN CARLOS PEREZ;OFICINA
"13853005        ";"00    ";RANDY MALDONADO;JOSE FELIX ALVAREZ
"13853658        ";"00    ";ERIC RODRIGUEZ;OFICINA
"13853969        ";"00    ";JULIMAR RUIZ;JOSE FELIX ALVAREZ
"13864789        ";"00    ";NAYKA GRATERON;FRANCISCO CARVAJAL
"13865221        ";"00    ";ARTURO SALAS;JOSE FELIX ALVAREZ
"13869634        ";"00    ";ANTHONY LAL;OFICINA
"13871607        ";"00    ";JULIAN MORILLO;JOSE FELIX ALVAREZ
"13886383        ";"00    ";RICARDO MANTILLA;OFICINA
"13893091        ";"00    ";JULIO MACHADO;OFICINA
"13901334        ";"00    ";JOSE RUBEN NUÑEZ;FRANCISCO CARVAJAL
"13907168        ";"00    ";ANIBAL CONRADO;OFICINA
"13921760        ";"00    ";JOSE A. MIGUEZ;OFICINA
"13930511        ";"00    ";JORGE VALERA;JOSE FELIX ALVAREZ
"13944417        ";"00    ";ARGENIS MENDOZA;DOUGLAS BOCOURT
"139445917       ";"00    ";LENIN SANTIAGO MAZZNETT;REYNALDO HAHN
"13951375        ";"00    ";EFRAIN ASTUDILLO;OFICINA
"13953703        ";"00    ";JESUS RUBIO;JOSE FELIX ALVAREZ
"13972496        ";"00    ";ENRIQUE PADRON;OFICINA
"13977473        ";"00    ";LUIS AGUILLON;JOHENDER GIRO
"13987800        ";"00    ";OCTAVIO ROSI;JOEL PETIT
"13989760        ";"00    ";HORACIO PEREZ;JOEL PETIT
"139910083       ";"00    ";ANGEL OSWALDO ALVAREZ BAENA;MARIA ESCORIHUELA
"13992107        ";"00    ";JESUS FERNANDEZ;JOHENDER GIRO
"13993622        ";"00    ";HECTOR EDUARDO MARQUEZ;OFICINA
"13993923        ";"00    ";FELIX RAFAEL ZERPA;JOSE FELIX ALVAREZ
"14004463        ";"00    ";JOSE CRESPO;OFICINA
"14013072        ";"00    ";OSCAR CABRILES;OFICINA
"14014752        ";"00    ";RODRIGO ROJAS;JOHENDER GIRO
"14018191        ";"00    ";PABLO ALEXIS MARQUEZ ZERPA;JOSE FELIX ALVAREZ
"140191066       ";"00    ";TECNI MECANICA JESUS SANTIAGO, F.P;JOSÉ DOMINGO TORTOLERO ROMÁN
"14019638        ";"00    ";ROSIRIS HOYO;FRANCISCO CARVAJAL
"140206144       ";"00    ";RAMON ALBERTO MENDEZ PRIETO;FRANCISCO CARVAJAL
"14023414        ";"00    ";MANUEL DELGADO;OFICINA/ LUIS PULIDO
"14024514        ";"00    ";ARNALDO GUEDEZ;ALESSSANDRO MONTANARI
"14035560        ";"00    ";ALCIDES ORTIZ;OFICINA
"14036199        ";"00    ";HERNANDEZ DIAZ LUIS ENRIQUE;JOSE FELIX ALVAREZ
"14037875        ";"00    ";ROBERT BLANCO;OFICINA
"140394390       ";"00    ";AUTOIMPORT DE VENEZUELA, F.P.,;STEFANNY JUDITH DUARTE ALAMBARRIO
"14045628        ";"00    ";GILBER SAYAGO;OFICINA
"14058213        ";"00    ";RAUL ENRIQUE VELASQUEZ;JOSE FELIX ALVAREZ
"14070092        ";"00    ";MARIELA ALVAREZ;OFICINA
"14078696        ";"00    ";ROSAURA OCHOA ROMERO;MERCADOLIBRE 02
"14087874        ";"00    ";FERNANDO BETHENCOURT;JOSE FELIX ALVAREZ
"14092728        ";"00    ";CARLOS MAURICIO VIRAHONDA;OFICINA
"14121013        ";"00    ";EFRAIN PEREIRA;OFICINA
"14121708        ";"00    ";EDILBERTO AGUILAR;FELIX URBINA
"14122076        ";"00    ";MIGUEL MALINICH;JOSE FELIX ALVAREZ
"14142922        ";"00    ";AGUSTIN CAMARGO;OFICINA
"14143886        ";"00    ";JOSE CARBALLO;JOSE FELIX ALVAREZ
"14156228        ";"00    ";JEAN CARLOS BRITO BELLO;LENIN GONZALEZ
"141614696       ";"00    ";ANGEL ALEXANDER RITO FRANCO REPUESTOS Y ACC LA FE 2121;YOSCAIDI CHACON
"14165689        ";"00    ";MARCELO MARTINEZ;OFICINA
"14179532        ";"00    ";MAYOR KENY BUSTAMANTE;DOUGLAS BOCOURT
"14187324        ";"00    ";FERMIN DECENA;JOSE FELIX ALVAREZ
"14203078        ";"00    ";ANGEL PEREZ BLANCO;OFICINA
"14203192        ";"00    ";RAMON VICENTE ORTEGA DAMIANO;OFICINA
"14203314        ";"00    ";CARLOS CARMONA;JOHENDER GIRO
"14203666        ";"00    ";HERNAN RODRIGUEZ;OFICINA
"14220815        ";"00    ";JESUS MARTINEZ;JOSE FELIX ALVAREZ
"14247910        ";"00    ";EDGAR LOBO;OFICINA/ LUIS PULIDO
"14247997        ";"00    ";JORGE MONTES;MERCADOLIBRE
"14261828        ";"00    ";DELMO VALLADARES;JOSE FELIX ALVAREZ
"14274964        ";"00    ";RODOLFO VIVAS;JOHENDER GIRO
"14286911        ";"00    ";LISBETH RODRIGUEZ VILLAMIZAR;YOSCAIDI CHACON
"14318805        ";"00    ";JUAN ERNESTO SCHILLING;OFICINA
"14330101        ";"00    ";EDWIN MARIN;DOUGLAS BOCOURT
"14335819        ";"00    ";BASTARDO MENDOZA RAFAEL ENRIQUE;JOSE FELIX ALVAREZ
"14350274        ";"00    ";JOSE PEÑA;OFICINA
"14350516        ";"00    ";FABRIZIO DE STEFANO;JOSE FELIX ALVAREZ
"14351128        ";"00    ";CESAR NAJAS;JOHENDER GIRO
"14351550        ";"00    ";YAIRETH REVILLA;OFICINA
"14351559        ";"00    ";LINNETH RANGEL;OFICINA
"14354363        ";"00    ";FELIX ALVAREZ;OFICINA
"14376106        ";"00    ";JOSE PEÑA;OFICINA
"14380753        ";"00    ";SUESCUNS AMUNDARAY YESENIA MARISELA;OFICINA
"14381805        ";"00    ";JEUS ENRIQUE GHIO HERNANDEZ;JOSE FELIX ALVAREZ
"14385580        ";"00    ";DANIEL ARAY;OFICINA
"14387985        ";"00    ";CARLOS LUIS MARVEZ;FRANCISCO CARVAJAL
"14392026        ";"00    ";JAVIER RODRIGUEZ FENECH;JAVIER RODRIGUEZ
"143934418       ";"00    ";INVERSIONES HEBBER PALENCIA F.P;YOSCAIDI CHACON
"14406383        ";"00    ";ROBERTO PITA;OFICINA
"14407144        ";"00    ";JESUS BONAFINA;OFICINA
"14412085        ";"00    ";MILAGROS MATA;OFICINA
"14421078        ";"00    ";DUILIO JOSE FIGUEROA;DOUGLAS BOCOURT
"14440156        ";"00    ";FREDDY BACA;OFICINA
"14442619        ";"00    ";PEDRO JOSE GARCIAS SANCHEZ;JOSE FELIX ALVAREZ
"14446079        ";"00    ";TONY LOPEZ;FRANCISCO CARVAJAL
"14446346        ";"00    ";ARMANDO OJEDA;DOUGLAS BOCOURT
"14447692        ";"00    ";DANIEL MUÑOZ;OFICINA
"14453856        ";"00    ";WLADIMIR GOMEZ;OFICINA
"14454375        ";"00    ";KARINA SANCHEZ;OFICINA
"14454737        ";"00    ";ELEAZAR GONZALEZ;OFICINA
"14484165        ";"00    ";ROGELIO DUQUE;OFICINA
"14484439        ";"00    ";ALEJANDRO HERNANDEZ;DOUGLAS BOCOURT
"14485518        ";"00    ";ALBERTO HURTADO;OFICINA
"14486654        ";"00    ";POLANCO ALVARADO;OFICINA
"14488043        ";"00    ";JEAN ANTEQUERA;OFICINA
"14501628        ";"00    ";HEMKELT URBINA;OFICINA
"14501636        ";"00    ";LUISANA BRITO;JOSE FELIX ALVAREZ
"14515998        ";"00    ";RICARDO NATERA;JOEL PETIT
"14523863        ";"00    ";EDDY GOMEZ;DOUGLAS BOCOURT
"14531608        ";"00    ";JOSELYNES PINEL;OFICINA
"14531847        ";"00    ";JOSE HERNANDEZ;OFICINA
"14532998        ";"00    ";JOSE ROTOLO;JOHENDER GIRO
"14572894        ";"00    ";JHONNY DURAN CRESPO;OFICINA/ LUIS PULIDO
"145740866       ";"00    ";ANYELO HENRY LABARCA VALENCIA;RODRIGUEZ JOSE GERARDO
"14574578        ";"00    ";YESSENIA TORRES;JOSE FELIX ALVAREZ
"14583468        ";"00    ";NATALIE ALVAREZ;OFICINA
